ID,Type,SKU,Name,Published,Featured,Visibility in catalog,Short description,Description,Tax status,Tax class,In stock?,Stock,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Meta: _wcj_product_price_by_user_role_enabled
,variable,MS-PANNELLO-INTEGRATIVO-40X20,Pannello Integrativo 40×20 — Accessori Parcheggio (singoli per figura),1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,https://epanza.com/5239-large_default/pannello-integrativo-in-lamiera-classe-1-dim-40x20-cm-fig-77-f-quot-distanza-quot.jpg,,,,,,,,,0,Taglia,Fig. 77/f Distanza|Fig. 77/g Parchimetro|Fig. 77/h Disco orario|Fig. 77/i Auto riservate,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-40X20-FIG-77-F-DISTANZA,Pannello Integrativo 40×20 — Accessori Parcheggio (singoli per figura),1,0,visible,,,taxable,,1,,0,0,,,,,1,,,9.58,Segnaletica Verticale,,,https://epanza.com/5239-large_default/pannello-integrativo-in-lamiera-classe-1-dim-40x20-cm-fig-77-f-quot-distanza-quot.jpg,,,MS-PANNELLO-INTEGRATIVO-40X20,,,,,,0,Taglia,Fig. 77/f Distanza,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-40X20-FIG-77-G-PARCHIMETRO,Pannello Integrativo 40×20 — Accessori Parcheggio (singoli per figura),1,0,visible,,,taxable,,1,,0,0,,,,,1,,,9.4,Segnaletica Verticale,,,https://epanza.com/5239-large_default/pannello-integrativo-in-lamiera-classe-1-dim-40x20-cm-fig-77-f-quot-distanza-quot.jpg,,,MS-PANNELLO-INTEGRATIVO-40X20,,,,,,0,Taglia,Fig. 77/g Parchimetro,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-40X20-FIG-77-H-DISCO-ORARI,Pannello Integrativo 40×20 — Accessori Parcheggio (singoli per figura),1,0,visible,,,taxable,,1,,0,0,,,,,1,,,9.58,Segnaletica Verticale,,,https://epanza.com/5239-large_default/pannello-integrativo-in-lamiera-classe-1-dim-40x20-cm-fig-77-f-quot-distanza-quot.jpg,,,MS-PANNELLO-INTEGRATIVO-40X20,,,,,,0,Taglia,Fig. 77/h Disco orario,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-40X20-FIG-77-I-AUTO-RISERV,Pannello Integrativo 40×20 — Accessori Parcheggio (singoli per figura),1,0,visible,,,taxable,,1,,0,0,,,,,1,,,9.58,Segnaletica Verticale,,,https://epanza.com/5239-large_default/pannello-integrativo-in-lamiera-classe-1-dim-40x20-cm-fig-77-f-quot-distanza-quot.jpg,,,MS-PANNELLO-INTEGRATIVO-40X20,,,,,,0,Taglia,Fig. 77/i Auto riservate,1,1,
,variable,MS-CONO-STRADALE-IN,Cono Stradale in Gomma h 30 cm — High Intensity Grade,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Coni & Transenne,,,,,,,,,,,,0,Taglia,"h 30 cm, 2 fasce HIG",1,1,
,variation,MS-CONO-STRADALE-IN-H-30-CM-2-FASCE-HIG,Cono Stradale in Gomma h 30 cm — High Intensity Grade,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,9.08,Coni & Transenne,,,,,,MS-CONO-STRADALE-IN,,,,,,0,Taglia,"h 30 cm, 2 fasce HIG",1,1,
,variable,MS-CONO-STRADALE-IN-2,Cono Stradale in Gomma h 50 cm,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Coni & Transenne,,,,,,,,,,,,0,Taglia,3 fasce rifrangenti Classe 1|3 fasce rifrangenti High Intensity Grade,1,1,
,variation,MS-CONO-STRADALE-IN-2-3-FASCE-RIFRANGENTI-,Cono Stradale in Gomma h 50 cm,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,11.36,Coni & Transenne,,,,,,MS-CONO-STRADALE-IN-2,,,,,,0,Taglia,3 fasce rifrangenti Classe 1,1,1,
,variation,MS-CONO-STRADALE-IN-2-3-FASCE-RIFRANGENTI-,Cono Stradale in Gomma h 50 cm,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,15.67,Coni & Transenne,,,,,,MS-CONO-STRADALE-IN-2,,,,,,0,Taglia,3 fasce rifrangenti High Intensity Grade,1,1,
,variable,MS-CONO-STRADALE-IN-3,Cono Stradale in Gomma h 54 cm — Classe 2,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Coni & Transenne,,,,,,,,,,,,0,Taglia,3 fasce rifrangenti Classe 2|Interamente rifrangente Classe 2,1,1,
,variation,MS-CONO-STRADALE-IN-3-3-FASCE-RIFRANGENTI-,Cono Stradale in Gomma h 54 cm — Classe 2,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,13.2,Coni & Transenne,,,,,,MS-CONO-STRADALE-IN-3,,,,,,0,Taglia,3 fasce rifrangenti Classe 2,1,1,
,variation,MS-CONO-STRADALE-IN-3-INTERAMENTE-RIFRANGE,Cono Stradale in Gomma h 54 cm — Classe 2,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,18.33,Coni & Transenne,,,,,,MS-CONO-STRADALE-IN-3,,,,,,0,Taglia,Interamente rifrangente Classe 2,1,1,
,variable,MS-CONO-STRADALE-IN-4,Cono Stradale in Gomma h 75 cm — High Intensity Grade,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Coni & Transenne,,,https://epanza.com/4031-large_default/cono-in-gomma-h-75-cm-3-fasce-rifrangenti-high-intensity-grade.jpg,,,,,,,,,0,Taglia,"h 75 cm, 3 fasce HIG",1,1,
,variation,MS-CONO-STRADALE-IN-4-H-75-CM-3-FASCE-HIG,Cono Stradale in Gomma h 75 cm — High Intensity Grade,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,42.57,Coni & Transenne,,,https://epanza.com/4031-large_default/cono-in-gomma-h-75-cm-3-fasce-rifrangenti-high-intensity-grade.jpg,,,MS-CONO-STRADALE-IN-4,,,,,,0,Taglia,"h 75 cm, 3 fasce HIG",1,1,
,variable,MS-CONO-STRADALE-IN-5,Cono Stradale in Plastica h 30 cm — bianco/rosso,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Coni & Transenne,,,https://epanza.com/4047-large_default/cono-in-plastica-h-30-cm-bianco-rosso.jpg,,,,,,,,,0,Taglia,h 30 cm,1,1,
,variation,MS-CONO-STRADALE-IN-5-H-30-CM,Cono Stradale in Plastica h 30 cm — bianco/rosso,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,3.39,Coni & Transenne,,,https://epanza.com/4047-large_default/cono-in-plastica-h-30-cm-bianco-rosso.jpg,,,MS-CONO-STRADALE-IN-5,,,,,,0,Taglia,h 30 cm,1,1,
,variable,MS-CONO-STRADALE-IN-6,Cono Stradale in PVC h 50 cm — bianco/rosso,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Coni & Transenne,,,https://epanza.com/4051-large_default/cono-in-pvc-h-50-cm-bianco-rosso.jpg,,,,,,,,,0,Taglia,h 50 cm,1,1,
,variation,MS-CONO-STRADALE-IN-6-H-50-CM,Cono Stradale in PVC h 50 cm — bianco/rosso,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,7.99,Coni & Transenne,,,https://epanza.com/4051-large_default/cono-in-pvc-h-50-cm-bianco-rosso.jpg,,,MS-CONO-STRADALE-IN-6,,,,,,0,Taglia,h 50 cm,1,1,
,variable,MS-DELINEATORE-CILINDRICO-IN,Delineatore Cilindrico in Gomma h 30 cm,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Delineatori & Paletti,,,,,,,,,,,,0,Taglia,3 fasce rifrangenti HIG|Interamente rifrangente HIG,1,1,
,variation,MS-DELINEATORE-CILINDRICO-IN-3-FASCE-RIFRANGENTI-,Delineatore Cilindrico in Gomma h 30 cm,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,24.03,Delineatori & Paletti,,,,,,MS-DELINEATORE-CILINDRICO-IN,,,,,,0,Taglia,3 fasce rifrangenti HIG,1,1,
,variation,MS-DELINEATORE-CILINDRICO-IN-INTERAMENTE-RIFRANGE,Delineatore Cilindrico in Gomma h 30 cm,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,14.12,Delineatori & Paletti,,,,,,MS-DELINEATORE-CILINDRICO-IN,,,,,,0,Taglia,Interamente rifrangente HIG,1,1,
,variable,MS-DELINEATORE-CILINDRICO-IN-2,Delineatore Cilindrico in Gomma h 60 cm,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Delineatori & Paletti,,,,,,,,,,,,0,Taglia,3 fasce rifrangenti HIG|Interamente rifrangente HIG,1,1,
,variation,MS-DELINEATORE-CILINDRICO-IN-2-3-FASCE-RIFRANGENTI-,Delineatore Cilindrico in Gomma h 60 cm,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,19.16,Delineatori & Paletti,,,,,,MS-DELINEATORE-CILINDRICO-IN-2,,,,,,0,Taglia,3 fasce rifrangenti HIG,1,1,
,variation,MS-DELINEATORE-CILINDRICO-IN-2-INTERAMENTE-RIFRANGE,Delineatore Cilindrico in Gomma h 60 cm,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,21.59,Delineatori & Paletti,,,,,,MS-DELINEATORE-CILINDRICO-IN-2,,,,,,0,Taglia,Interamente rifrangente HIG,1,1,
,variable,MS-DELINEATORE-FLESSIBILE-IN,Delineatore Flessibile in Gomma DEFLECO — singolo,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Delineatori & Paletti,,,https://epanza.com/4075-large_default/delineatore-flessibile-in-gomma-defleco-con-6-inserti-rifrangenti-high-intensity-grade.jpg,,,,,,,,,0,Taglia,Con 6 inserti rifrangenti HIG,1,1,
,variation,MS-DELINEATORE-FLESSIBILE-IN-CON-6-INSERTI-RIFRAN,Delineatore Flessibile in Gomma DEFLECO — singolo,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,7.87,Delineatori & Paletti,,,https://epanza.com/4075-large_default/delineatore-flessibile-in-gomma-defleco-con-6-inserti-rifrangenti-high-intensity-grade.jpg,,,MS-DELINEATORE-FLESSIBILE-IN,,,,,,0,Taglia,Con 6 inserti rifrangenti HIG,1,1,
,variable,MS-SPECCHIO-STRADALE-ICARO,Specchio Stradale Icaro — Circolare,1,0,visible,"Specchio circolare con visiera frangisole. Materiali plastici resistenti agli urti, UV e polveri. Staffa in ferro zincato posteriore.","Specchio circolare con visiera frangisole. Materiali plastici resistenti agli urti, UV e polveri. Staffa in ferro zincato posteriore.",taxable,,1,,0,0,,,,,1,,,,Dissuasori & Accessori,,,,,,,,,,,,0,Taglia,50 cm|60 cm|70 cm|80 cm|90 cm,1,1,
,variation,MS-SPECCHIO-STRADALE-ICARO-50-CM,Specchio Stradale Icaro — Circolare,1,0,visible,"Specchio circolare con visiera frangisole. Materiali plastici resistenti agli urti, UV e polveri. Staffa in ferro zincato posteriore.","Specchio circolare con visiera frangisole. Materiali plastici resistenti agli urti, UV e polveri. Staffa in ferro zincato posteriore.",taxable,,1,,0,0,,,,,1,,,35.97,Dissuasori & Accessori,,,,,,MS-SPECCHIO-STRADALE-ICARO,,,,,,0,Taglia,50 cm,1,1,
,variation,MS-SPECCHIO-STRADALE-ICARO-60-CM,Specchio Stradale Icaro — Circolare,1,0,visible,"Specchio circolare con visiera frangisole. Materiali plastici resistenti agli urti, UV e polveri. Staffa in ferro zincato posteriore.","Specchio circolare con visiera frangisole. Materiali plastici resistenti agli urti, UV e polveri. Staffa in ferro zincato posteriore.",taxable,,1,,0,0,,,,,1,,,40.54,Dissuasori & Accessori,,,,,,MS-SPECCHIO-STRADALE-ICARO,,,,,,0,Taglia,60 cm,1,1,
,variation,MS-SPECCHIO-STRADALE-ICARO-70-CM,Specchio Stradale Icaro — Circolare,1,0,visible,"Specchio circolare con visiera frangisole. Materiali plastici resistenti agli urti, UV e polveri. Staffa in ferro zincato posteriore.","Specchio circolare con visiera frangisole. Materiali plastici resistenti agli urti, UV e polveri. Staffa in ferro zincato posteriore.",taxable,,1,,0,0,,,,,1,,,57.67,Dissuasori & Accessori,,,,,,MS-SPECCHIO-STRADALE-ICARO,,,,,,0,Taglia,70 cm,1,1,
,variation,MS-SPECCHIO-STRADALE-ICARO-80-CM,Specchio Stradale Icaro — Circolare,1,0,visible,"Specchio circolare con visiera frangisole. Materiali plastici resistenti agli urti, UV e polveri. Staffa in ferro zincato posteriore.","Specchio circolare con visiera frangisole. Materiali plastici resistenti agli urti, UV e polveri. Staffa in ferro zincato posteriore.",taxable,,1,,0,0,,,,,1,,,74.99,Dissuasori & Accessori,,,,,,MS-SPECCHIO-STRADALE-ICARO,,,,,,0,Taglia,80 cm,1,1,
,variation,MS-SPECCHIO-STRADALE-ICARO-90-CM,Specchio Stradale Icaro — Circolare,1,0,visible,"Specchio circolare con visiera frangisole. Materiali plastici resistenti agli urti, UV e polveri. Staffa in ferro zincato posteriore.","Specchio circolare con visiera frangisole. Materiali plastici resistenti agli urti, UV e polveri. Staffa in ferro zincato posteriore.",taxable,,1,,0,0,,,,,1,,,89.01,Dissuasori & Accessori,,,,,,MS-SPECCHIO-STRADALE-ICARO,,,,,,0,Taglia,90 cm,1,1,
,variable,MS-INDICATORE-DI-DIREZIONE,Indicatore di Direzione Monolitico Giallo,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,,,,,,,,,,0,Taglia,100 cm|150 cm|200 cm,1,1,
,variation,MS-INDICATORE-DI-DIREZIONE-100-CM,Indicatore di Direzione Monolitico Giallo,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,583.65,Segnaletica Verticale,,,,,,MS-INDICATORE-DI-DIREZIONE,,,,,,0,Taglia,100 cm,1,1,
,variation,MS-INDICATORE-DI-DIREZIONE-150-CM,Indicatore di Direzione Monolitico Giallo,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,907.19,Segnaletica Verticale,,,,,,MS-INDICATORE-DI-DIREZIONE,,,,,,0,Taglia,150 cm,1,1,
,variation,MS-INDICATORE-DI-DIREZIONE-200-CM,Indicatore di Direzione Monolitico Giallo,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,1163.51,Segnaletica Verticale,,,,,,MS-INDICATORE-DI-DIREZIONE,,,,,,0,Taglia,200 cm,1,1,
,variable,MS-RETE-RECINZIONE-DA,Rete Recinzione da Cantiere Arancione,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Cantieristica,,,,,,,,,,,,0,Taglia,H.100 × 50 mt|H.120 × 50 mt,1,1,
,variation,MS-RETE-RECINZIONE-DA-H100-X-50-MT,Rete Recinzione da Cantiere Arancione,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,57.03,Cantieristica,,,,,,MS-RETE-RECINZIONE-DA,,,,,,0,Taglia,H.100 × 50 mt,1,1,
,variation,MS-RETE-RECINZIONE-DA-H120-X-50-MT,Rete Recinzione da Cantiere Arancione,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,69.72,Cantieristica,,,,,,MS-RETE-RECINZIONE-DA,,,,,,0,Taglia,H.120 × 50 mt,1,1,
,variable,MS-TRANSENNA-MODULARE-CON,Transenna Modulare con Zampe Tipo Normale,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Coni & Transenne,,,,,,,,,,,,0,Taglia,110×200 cm|110×250 cm,1,1,
,variation,MS-TRANSENNA-MODULARE-CON-110X200-CM,Transenna Modulare con Zampe Tipo Normale,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,64.65,Coni & Transenne,,,,,,MS-TRANSENNA-MODULARE-CON,,,,,,0,Taglia,110×200 cm,1,1,
,variation,MS-TRANSENNA-MODULARE-CON-110X250-CM,Transenna Modulare con Zampe Tipo Normale,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,76.25,Coni & Transenne,,,,,,MS-TRANSENNA-MODULARE-CON,,,,,,0,Taglia,110×250 cm,1,1,
,variable,MS-TRANSENNA-MODULARE-CON-2,Transenna Modulare con Pannello Rifrangente — Zampe Normale,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,,,,,,,,,,0,Taglia,110×200 cm|110×250 cm|110×250 cm zampe Roma,1,1,
,variation,MS-TRANSENNA-MODULARE-CON-2-110X200-CM,Transenna Modulare con Pannello Rifrangente — Zampe Normale,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,82.73,Segnaletica Verticale,,,,,,MS-TRANSENNA-MODULARE-CON-2,,,,,,0,Taglia,110×200 cm,1,1,
,variation,MS-TRANSENNA-MODULARE-CON-2-110X250-CM,Transenna Modulare con Pannello Rifrangente — Zampe Normale,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,94.34,Segnaletica Verticale,,,,,,MS-TRANSENNA-MODULARE-CON-2,,,,,,0,Taglia,110×250 cm,1,1,
,variation,MS-TRANSENNA-MODULARE-CON-2-110X250-CM-ZAMPE-ROM,Transenna Modulare con Pannello Rifrangente — Zampe Normale,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,126.37,Segnaletica Verticale,,,,,,MS-TRANSENNA-MODULARE-CON-2,,,,,,0,Taglia,110×250 cm zampe Roma,1,1,
,variable,MS-NEW-JERSEY-IN,New Jersey in Plastica Impilabile,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Coni & Transenne,,,,,,,,,,,,0,Taglia,Bianco|Rosso,1,1,
,variation,MS-NEW-JERSEY-IN-BIANCO,New Jersey in Plastica Impilabile,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,60.2,Coni & Transenne,,,,,,MS-NEW-JERSEY-IN,,,,,,0,Taglia,Bianco,1,1,
,variation,MS-NEW-JERSEY-IN-ROSSO,New Jersey in Plastica Impilabile,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,60.2,Coni & Transenne,,,,,,MS-NEW-JERSEY-IN,,,,,,0,Taglia,Rosso,1,1,
,variable,MS-BARRIERA-MANUALE-IN,Barriera Manuale in Alluminio,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,,,,,,,,,,0,Taglia,Con piedino fisso 6 metri|Con piedino pensile 5 metri,1,1,
,variation,MS-BARRIERA-MANUALE-IN-CON-PIEDINO-FISSO-6-,Barriera Manuale in Alluminio,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,556.32,Segnaletica Verticale,,,,,,MS-BARRIERA-MANUALE-IN,,,,,,0,Taglia,Con piedino fisso 6 metri,1,1,
,variation,MS-BARRIERA-MANUALE-IN-CON-PIEDINO-PENSILE-,Barriera Manuale in Alluminio,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,499.88,Segnaletica Verticale,,,,,,MS-BARRIERA-MANUALE-IN,,,,,,0,Taglia,Con piedino pensile 5 metri,1,1,
,variable,MS-PALO-TUBOLARE-ZINCATO,Palo Tubolare Zincato diam 48 mm,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Dissuasori & Accessori,,,,,,,,,,,,0,Taglia,h 2 mt|h 3 mt,1,1,
,variation,MS-PALO-TUBOLARE-ZINCATO-H-2-MT,Palo Tubolare Zincato diam 48 mm,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,27.03,Dissuasori & Accessori,,,,,,MS-PALO-TUBOLARE-ZINCATO,,,,,,0,Taglia,h 2 mt,1,1,
,variation,MS-PALO-TUBOLARE-ZINCATO-H-3-MT,Palo Tubolare Zincato diam 48 mm,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,40.54,Dissuasori & Accessori,,,,,,MS-PALO-TUBOLARE-ZINCATO,,,,,,0,Taglia,h 3 mt,1,1,
,variable,MS-PALO-TUBOLARE-ZINCATO-2,Palo Tubolare Zincato diam 60 mm,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Dissuasori & Accessori,,,,,,,,,,,,0,Taglia,h 2 mt|h 3 mt,1,1,
,variation,MS-PALO-TUBOLARE-ZINCATO-2-H-2-MT,Palo Tubolare Zincato diam 60 mm,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,31.78,Dissuasori & Accessori,,,,,,MS-PALO-TUBOLARE-ZINCATO-2,,,,,,0,Taglia,h 2 mt,1,1,
,variation,MS-PALO-TUBOLARE-ZINCATO-2-H-3-MT,Palo Tubolare Zincato diam 60 mm,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,47.64,Dissuasori & Accessori,,,,,,MS-PALO-TUBOLARE-ZINCATO-2,,,,,,0,Taglia,h 3 mt,1,1,
,variable,MS-TAPPO-PALO-IN,Tappo Palo in Plastica,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Dissuasori & Accessori,,,,,,,,,,,,0,Taglia,48 mm|60 mm,1,1,
,variation,MS-TAPPO-PALO-IN-48-MM,Tappo Palo in Plastica,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,0.38,Dissuasori & Accessori,,,,,,MS-TAPPO-PALO-IN,,,,,,0,Taglia,48 mm,1,1,
,variation,MS-TAPPO-PALO-IN-60-MM,Tappo Palo in Plastica,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,0.38,Dissuasori & Accessori,,,,,,MS-TAPPO-PALO-IN,,,,,,0,Taglia,60 mm,1,1,
,variable,MS-STAFFA-A-PONTE,Staffa a Ponte Antirotazione con Kit Fissaggio,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Dissuasori & Accessori,,,,,,,,,,,,0,Taglia,48 mm|60 mm|90 mm,1,1,
,variation,MS-STAFFA-A-PONTE-48-MM,Staffa a Ponte Antirotazione con Kit Fissaggio,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,0.63,Dissuasori & Accessori,,,,,,MS-STAFFA-A-PONTE,,,,,,0,Taglia,48 mm,1,1,
,variation,MS-STAFFA-A-PONTE-60-MM,Staffa a Ponte Antirotazione con Kit Fissaggio,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,0.63,Dissuasori & Accessori,,,,,,MS-STAFFA-A-PONTE,,,,,,0,Taglia,60 mm,1,1,
,variation,MS-STAFFA-A-PONTE-90-MM,Staffa a Ponte Antirotazione con Kit Fissaggio,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,2.28,Dissuasori & Accessori,,,,,,MS-STAFFA-A-PONTE,,,,,,0,Taglia,90 mm,1,1,
,variable,MS-STAFFA-BIFACCIALE-CON,Staffa Bifacciale con Viti,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Dissuasori & Accessori,,,,,,,,,,,,0,Taglia,48 mm|60 mm,1,1,
,variation,MS-STAFFA-BIFACCIALE-CON-48-MM,Staffa Bifacciale con Viti,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,6.85,Dissuasori & Accessori,,,,,,MS-STAFFA-BIFACCIALE-CON,,,,,,0,Taglia,48 mm,1,1,
,variation,MS-STAFFA-BIFACCIALE-CON-60-MM,Staffa Bifacciale con Viti,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,6.85,Dissuasori & Accessori,,,,,,MS-STAFFA-BIFACCIALE-CON,,,,,,0,Taglia,60 mm,1,1,
,variable,MS-STAFFA-PALO-CONTROVENTO,Staffa Palo Controvento Completa di Vite,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Dissuasori & Accessori,,,,,,,,,,,,0,Taglia,60 mm|90 mm,1,1,
,variation,MS-STAFFA-PALO-CONTROVENTO-60-MM,Staffa Palo Controvento Completa di Vite,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,7.68,Dissuasori & Accessori,,,,,,MS-STAFFA-PALO-CONTROVENTO,,,,,,0,Taglia,60 mm,1,1,
,variation,MS-STAFFA-PALO-CONTROVENTO-90-MM,Staffa Palo Controvento Completa di Vite,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,10.89,Dissuasori & Accessori,,,,,,MS-STAFFA-PALO-CONTROVENTO,,,,,,0,Taglia,90 mm,1,1,
,variable,MS-LAMPEGGIATORE-EUROFLASH-DOPPIA,"Lampeggiatore ""Euroflash"" Doppia Batteria",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Dissuasori & Accessori,,,,,,,,,,,,0,Taglia,Giallo lampeggiante|Rosso fisso,1,1,
,variation,MS-LAMPEGGIATORE-EUROFLASH-DOPPIA-GIALLO-LAMPEGGIANTE,"Lampeggiatore ""Euroflash"" Doppia Batteria",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,8.37,Dissuasori & Accessori,,,,,,MS-LAMPEGGIATORE-EUROFLASH-DOPPIA,,,,,,0,Taglia,Giallo lampeggiante,1,1,
,variation,MS-LAMPEGGIATORE-EUROFLASH-DOPPIA-ROSSO-FISSO,"Lampeggiatore ""Euroflash"" Doppia Batteria",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,8.37,Dissuasori & Accessori,,,,,,MS-LAMPEGGIATORE-EUROFLASH-DOPPIA,,,,,,0,Taglia,Rosso fisso,1,1,
,variable,MS-LAMPEGGIATORE-ONE,"Lampeggiatore ""One""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Dissuasori & Accessori,,,,,,,,,,,,0,Taglia,Giallo lampeggiante|Rosso fisso,1,1,
,variation,MS-LAMPEGGIATORE-ONE-GIALLO-LAMPEGGIANTE,"Lampeggiatore ""One""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,9.71,Dissuasori & Accessori,,,,,,MS-LAMPEGGIATORE-ONE,,,,,,0,Taglia,Giallo lampeggiante,1,1,
,variation,MS-LAMPEGGIATORE-ONE-ROSSO-FISSO,"Lampeggiatore ""One""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,9.71,Dissuasori & Accessori,,,,,,MS-LAMPEGGIATORE-ONE,,,,,,0,Taglia,Rosso fisso,1,1,
,variable,MS-PROIETTORE-GIREVOLE-12V,Proiettore Girevole 12V,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,,,,,,,,,,0,Taglia,3 viti|Base magnetica,1,1,
,variation,MS-PROIETTORE-GIREVOLE-12V-3-VITI,Proiettore Girevole 12V,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,51.26,Segnaletica Verticale,,,,,,MS-PROIETTORE-GIREVOLE-12V,,,,,,0,Taglia,3 viti,1,1,
,variation,MS-PROIETTORE-GIREVOLE-12V-BASE-MAGNETICA,Proiettore Girevole 12V,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,70.23,Segnaletica Verticale,,,,,,MS-PROIETTORE-GIREVOLE-12V,,,,,,0,Taglia,Base magnetica,1,1,
,variable,MS-PROIETTORE-GIREVOLE-24V,Proiettore Girevole 24V,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,,,,,,,,,,0,Taglia,3 viti|Base magnetica,1,1,
,variation,MS-PROIETTORE-GIREVOLE-24V-3-VITI,Proiettore Girevole 24V,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,49.04,Segnaletica Verticale,,,,,,MS-PROIETTORE-GIREVOLE-24V,,,,,,0,Taglia,3 viti,1,1,
,variation,MS-PROIETTORE-GIREVOLE-24V-BASE-MAGNETICA,Proiettore Girevole 24V,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,65.03,Segnaletica Verticale,,,,,,MS-PROIETTORE-GIREVOLE-24V,,,,,,0,Taglia,Base magnetica,1,1,
,variable,MS-OTTICA-LED-DIAMETRO,Ottica LED Diametro 200 mm per Semafori,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Dissuasori & Accessori,,,,,,,,,,,,0,Taglia,Rossa|Verde|Gialla,1,1,
